"Id","Title","Time","Description","Link"
"259","Adani Group to acquire 29% in NDTV, says will launch open offer for another 26% stake","1661261045000","AMNL was recently incorporated as a subsidiary of Adani Enterprises to set up next generation media platform with emphasis on digital and broadcast segment","https://www.hindustantimes.com/business/adani-group-to-acquire-29-in-ndtv-says-will-launch-open-offer-for-another-26-101661261046131.html"
"260","Adani Group to buy 29.2% stake in NDTV, launch open offer for another 26%","1661258565000","Gautam Adani's AMG Media Networks Limited to 'indirectly acquire' 29.18% stake in NDTV, launch open offer for another 26%","https://www.hindustantimes.com/business/adani-to-buy-29-2-stake-in-ndtv-launch-open-offer-for-another-26-101661258441910.html"
"261","These companies have hiked interest rates on fixed deposits. Details here","1661255257000","The rates were hiked after the RBI, on August 5, raised the repo rate. The companies have revised regular interest rates for customers, as well as those for senior citizens.","https://www.hindustantimes.com/business/these-companies-have-hiked-interest-rates-on-fixed-deposits-details-here-101661252949187.html"
"262","Adani Group 'deeply overleveraged', may spiral into debt trap, default: Report","1661253053000","The aggressive expansion pursued by the Adani Group, led by Asia’s richest person, has put pressure on its credit metrics and cash flow, CreditSights said in the report Tuesday, adding that “in the worst-case scenario” it may spiral into a debt trap and possibly a default.","https://www.hindustantimes.com/business/adani-group-deeply-overleveraged-may-spiral-into-debt-trap-default-report-101661252514438.html"
"263","India's crude oil production falls 3.76 percent in July","1661252274000","Cumulative crude oil production during April-July, 2022 was 9912.42 TMT, which is 2.17 per cent lower than the target for the period and 0.50 per cent lower than production during the corresponding period of last year, according to data released by the Ministry of Petroleum & Natural Gas.","https://www.hindustantimes.com/business/indias-crude-oil-production-falls-3-76-percent-in-july-101661248372794.html"
"264","Things you should consider when investing in international mutual funds","1661251962000","International mutual funds have emerged as a convenient way to diversify your portfolio and tap into the myriad opportunities present in the international stock markets for wealth creation in the long run","https://www.hindustantimes.com/business/things-you-should-consider-when-investing-in-international-mutual-funds-101661250584717.html"
"265","Want to lead the digital nomad life? Here is how to prepare financially","1661251887000","Digital nomads lead a location-independent lifestyle – they can pursue a career from any corner of the world and only need a laptop, a stable internet connection, and some technological paraphernalia to continue doing their jobs","https://www.hindustantimes.com/business/want-to-lead-the-digital-nomad-life-here-is-how-to-prepare-financially-101661250529570.html"
"266","CBDT reviewing its ‘faceless’ tax assessment scheme: Report","1661249423000","According to the report, the review was prompted by a recent order of the Allahabad high court in which it imposed a penalty of  ₹50 lakh on erring tax officials.","https://www.hindustantimes.com/business/cbdt-reviewing-its-faceless-tax-assessment-scheme-report-101661245716502.html"
"267","Sensex jumps over 250 points to settle at 59,031, Nifty rises to close at 17,577","1661249296000","From the Sensex pack, Mahindra & Mahindra, Bajaj Finserv, Titan, Tata Steel, State Bank of India, Kotak Mahindra Bank, Sun Pharma and IndusInd Bank advanced.","https://www.hindustantimes.com/business/sensex-jumps-over-250-points-to-settle-at-59-031-nifty-rises-to-close-at-17577-101661245408306.html"
"268","Which were the top-selling scooter brands in July 2022? Honda Activa tops the list","1661243570000","While TVS Jupiter sold the second-highest number of units, Suzuki Access finished third on the list.","https://www.hindustantimes.com/car-bike/which-were-the-top-selling-scooter-brands-in-july-2022-honda-activa-tops-the-list-101661241789940.html"
"269","From September 20, all Audi cars in India to become costlier by 2.4%","1661239154000","The company attributed the decision to rising input and supply chain costs.","https://www.hindustantimes.com/car-bike/from-september-20-all-audi-cars-in-india-to-become-costlier-by-24-101661238345469.html"
"270","RBI's new guidelines for credit cards, debit cards: Steps to tokenise your card data","1661229450000","The deadline to tokenise your card data is September 30, which was extended in June. The previous deadline was June 30.","https://www.hindustantimes.com/business/rbis-new-guidelines-for-credit-cards-debit-cards-steps-to-tokenise-your-card-data-101661227181567.html"
"271","Sensex drops 300 points in early trade, at 58,461; Nifty above 17,400","1661226887000","Opening bell: Sensex drops 300 points in early trade, at 58,461; Nifty above 17,400","https://www.hindustantimes.com/business/sensex-drops-300-points-in-early-trade-at-58-461-nifty-above-17400-101661226842124.html"
"272","Markets closing bell: Sensex drops over 800 points to end at 58,774; Nifty at 17,493","1661162714000","Markets closing bell: Sensex drops over 800 points to end at 58,774; Nifty at 17,493.","https://www.hindustantimes.com/business/markets-closing-bell-sensex-drops-over-800-points-to-end-at-58-773-nifty-at-17493-101661162603424.html"
"273","Zomato discontinues this premium membership scheme. Check full details","1661159616000","Zomato Pro members used to get additional benefits including fine dining hotspots to premium restaurants, bars cafes etc. They also get exclusive delivery offers, which is not available to other Zomato users. ","https://www.hindustantimes.com/business/zomato-discontinues-this-premium-pro-plus-membership-scheme-check-full-details-101661157915342.html"
"274","Vodafone Agrees to Sell Hungary Unit for 1.8 Billion Euros","1661157575000","Vodafone said, it sold the assets to 4iG Public Ltd. and Corvinus Zrt, a Hungarian state holding company.","https://www.hindustantimes.com/business/vodafone-agrees-to-sell-hungary-unit-for-1-8-billion-euros-101661155803030.html"
"275","No evidence of Indian cos circumventing Russian sanctions: US official","1661322371030","The US Deputy Secretary of Treasury Wally Adeyemo on Wednesday said there is ""no evidence"" of Indian companies circumventing the sanctions imposed following Russia's invasion of Ukraine.","https://timesofindia.indiatimes.com/business/india-business/no-evidence-of-indian-companies-circumventing-russian-sanctions-us-official/articleshow/93746837.cms"
"276","High-value FMCG packs’ sales take off","1661293800030","Consumers are once again developing an appetite for high-value packs in fast-moving consumer goods (FMCG) — a practice that was abandoned by many when the inflationary pressure was increasing.","https://timesofindia.indiatimes.com/business/india-business/high-value-fmcg-packs-sales-take-off/articleshow/93739895.cms"
"277","India bond yields seen up as high oil prices stoke inflation fears","1661314719030"," Government bond yields are expected to open higher on Wednesday, as the benchmark Brent crude contract touching over $100 per barrel added to prevailing unease over inflation.","https://timesofindia.indiatimes.com/business/india-business/india-bond-yields-seen-up-as-high-oil-prices-stoke-inflation-fears/articleshow/93743955.cms"
"278","Read Twitter CEO Parag Agrawal’s memo about whistle-blower","1661311314030","Peiter “Mudge” Zatko, the former top security executive at Twitter, filed the whistle-blower complaint with Congress and regulatory agencies. Twitter refuted Zatko's claims, adding that he was fired in January for poor performance.","https://timesofindia.indiatimes.com/business/international-business/read-twitter-ceo-parag-agrawals-memo-about-the-whistle-blower/articleshow/93743093.cms"
"279","Twitter reshuffles 'health' team amid spam bot debate","1661308076030","The social media company will combine its health experience team, which works on reducing misinformation and harmful content, with the Twitter service team, which is responsible for reviewing profiles that users report and taking down spam accounts. The new group will be called ""Health Products and Services (HPS),"" according to the email to employees.","https://timesofindia.indiatimes.com/business/international-business/twitter-reshuffles-health-team-amid-spam-bot-debate/articleshow/93741833.cms"
"280","Piyush Goyal unveils overhaul plan for commerce department","1661303579030","A major overhaul plan for the commerce department was unveiled on Tuesday with eight focus areas, including a dedicated trade promotion body and intake of private sector talent in the Indian Trade Service, to make it ""future ready"" and help achieve the $2-trillion export target by 2030.","https://timesofindia.indiatimes.com/business/india-business/goyal-unveils-overhaul-plan-for-commerce-department/articleshow/93741210.cms"
"281","Adani buys 29% in NDTV, to make open of fer for 26%","1661293651030","AMG Media Networks (AMN) said it would acquire 29% of NDTV through an investor in the channel, Vishvapradhan Commercial. The investor was bought over from two shareholders, Nextwave Televentures and Eminent Networks, for Rs 114 crore on Tuesday. VCPL will have to make an open offer to acquire 26% of NDTV from public shareholders at Rs 294 apiece, entailing a cost of around Rs 483 crore.","https://timesofindia.indiatimes.com/business/india-business/adani-buys-29-in-ndtv-to-make-open-offer-for-26/articleshow/93740476.cms"
"282","Inflation peaked at 7.8%, 4% target by FY24: RBI governor","1661293800030","Reserve Bank of India (RBI) governor Shaktikanta Das has said inflation expectations have been anchored after peaking at 7.8% in April 2022. The governor also said that the central bank would like to bring down inflation to within 4% over a time cycle of about two years or so.","https://timesofindia.indiatimes.com/business/india-business/inflation-peaked-at-7-8-4-target-by-fy24-rbi-guv/articleshow/93739883.cms"
"283","Elon Musk's Twitter friendship with Indian superfan","1661312827030"," Not many people can boast of having candid conversations about planetary conquest with Elon Musk, but for software engineer Pranay Pathole, a friendly chat with the world's richest man is just a tweet away.","https://timesofindia.indiatimes.com/business/india-business/elon-musks-twitter-friendship-with-indian-superfan/articleshow/93743498.cms"
"284","NHAI to raise funds for roads from market","1661303799030","The National Highways Authority of India (NHAI) will approach the capital market next month to raise funds for road projects, road transport and highways minister Nitin Gadkari said on Tuesday.","https://timesofindia.indiatimes.com/business/india-business/nhai-to-raise-funds-for-roads-from-market/articleshow/93741235.cms"
"285","Top hospitality companies show interest in Ashok Hotel","1661304048030"," India's top hospitality and real estate firms attended the government-owned India Tourism Development Corporation's (ITDC's) initial feedback session for asset monetisation of Ashok Hotel and using its vast land in the heart of Delhi's diplomatic enclave Chanakyapuri.","https://timesofindia.indiatimes.com/business/india-business/top-hospitality-cos-show-interest-in-ashok-hotel/articleshow/93741252.cms"
"286","Performance-linked wage revision for PSU insurers","1661303728030","The General Insurers Public Sector Association (GIPSA) has proposed a wage revision where it would link employees' salaries to the performance of the individual and their organisation.","https://timesofindia.indiatimes.com/business/india-business/performance-linked-wage-revision-for-psu-insurers/articleshow/93741227.cms"
"287","Future Retail creditors file claims worth Rs 21,324 crore before IRP","1661274518030","Creditors of Future Retail Ltd have submitted claims worth Rs 21,324.18 crore against the debt-ridden company presently facing an insolvency resolution process. The financial creditors of the companies, which mainly include banks and financial institutions, have filed claims of Rs 21,057.89 crore before the interim resolution professional of the company.","https://timesofindia.indiatimes.com/business/india-business/future-retail-creditors-file-claims-worth-rs-21324-crore-before-irp/articleshow/93738723.cms"
"288","Inflation to ease to 4% in 2 years after peaking, Das says","1661267781030","Bank of India governor Shaktikanta Das seeks to slow India’s inflation to 4% within two years after hitting its peak in the last few months. “Inflation has peaked and price gains are getting anchored,” Das said in an interview with television channel ET Now on Tuesday, adding that the central bank is watching every incoming data and there’s “no room for complacency.”","https://timesofindia.indiatimes.com/business/india-business/inflation-to-ease-to-4-in-2-years-after-peaking-das-says/articleshow/93737246.cms"
"289","Foreigners return to Indian equities on hopes over earnings","1661255117030"," Foreigners are returning to Indian stocks after dumping them in the first half as they look for higher returns amid expectations that major central banks will slow their hiking cycles as price pressures ease.","https://timesofindia.indiatimes.com/business/india-business/foreigners-return-to-indian-equities-on-hopes-over-earnings/articleshow/93733092.cms"
"290","I-T dept issues prosecution notice to Anil Ambani","1661263484030","The businessman has been charged with evading tax, by way of holding undisclosed assets abroad, for the assessment years 2012-13 to 2019-20.","https://timesofindia.indiatimes.com/business/india-business/i-t-dept-issues-prosecution-notice-to-anil-ambani-for-holding-secret-funds-in-2-swiss-bank-accounts/articleshow/93736168.cms"
"291","India forced Twitter to put agent on payroll, whistleblower says","1661266408030","A former Twitter Inc security chief has alleged that the Indian government forced the social media firm to put a government agent on the payroll, according to a whistleblower disclosure with US regulators.","https://timesofindia.indiatimes.com/business/india-business/india-forced-twitter-to-put-agent-on-payroll-whistleblower-says/articleshow/93736887.cms"
"292","After wheat, retail price of rice rises 6.31% on supply concerns","1661262352030","After wheat, rice prices are firming up on reports of supply concerns with the all India average retail price of the grain ruling higher by 6.31 per cent at Rs 37.7 per kg compared to the year-ago period, according to an official data. The average retail price of wheat flour has increased by over 17 per cent to Rs 35.17 per kg as against Rs 30.04 per kg in the year-ago period, the data showed.","https://timesofindia.indiatimes.com/business/india-business/after-wheat-retail-price-of-rice-rises-6-31-on-supply-concerns/articleshow/93735886.cms"
"293","E-commerce firms ramp up hiring of delivery workers for shopping season","1661248056030","E-commerce companies are adding delivery personnel at a rapid pace, fearing a labour shortage might cause them to lose out in one of the biggest annual shopping seasons that begins in earnest next month.","https://timesofindia.indiatimes.com/business/india-business/e-commerce-firms-ramp-up-hiring-of-delivery-workers-for-shopping-season/articleshow/93729526.cms"
"294","SpiceJet scouting for funds from airlines, external parties: Ajay Singh","1661249925030","SpiceJet is looking for investments from external parties, including airlines, and also plans to add seven more Boeing planes to its fleet, the carrier's chief Ajay Singh said on Tuesday. Without divulging specific details, he said the carrier would do everything to ensure it remains a strong and vibrant player. Currently, the airline has 60 operational aircraft.","https://timesofindia.indiatimes.com/business/india-business/spicejet-scouting-for-funds-from-airlines-external-parties-plans-to-add-7-planes-by-dec-end-ajay-singh/articleshow/93730481.cms"
"295","Here Is Why Maruti Suzuki Will Recall 166 Dzire Tour S Cars","1661320375000","India's largest carmaker Maruti Suzuki on Wednesday said it will recall 166 Dzire Tour S vehicles for replacing Airbag Control Unit free of cost for possible defects.","https://www.ndtv.com/business/maruti-suzuki-to-recall-166-dzire-tour-s-cars-for-airbag-control-unit-defect-3281296"
"296","Global Economy Is Increasingly At Risk Of Sliding Into Recession: Report","1661320090000","Recession worries are once again haunting markets.","https://www.ndtv.com/business/global-economy-is-increasingly-at-risk-of-sliding-into-recession-report-3281251"
"297","Alteria Capital In Talks To Raise Up To $438 Million For Third Fund: Report","1661318212000","Alteria Capital Advisors is in talks with investors to raise up to 35 billion rupees ($438 million) for its third debt fund, according to internal documents reviewed by Reuters.","https://www.ndtv.com/business/alteria-capital-in-talks-to-raise-up-to-438-million-for-third-fund-report-3280158"
"298","After Allegations Of Spam Bot, Twitter Reshuffles 'Health' Team: Report","1661316429000","Twitter Inc is combining teams that work on reducing toxic content and spam bots, according to a staff memo on Tuesday seen by Reuters, amid accusations from a former executive that the company failed...","https://www.ndtv.com/business/after-allegations-of-spam-bot-twitter-reshuffles-health-team-report-3281166"
"299","Rupee Takes A Breather As Dollar Pauses, But Oil Surge Weighs","1661314093000","Rupee Today: The rupee was almost flat early on Wednesday as the appeal for the Indian currency on the retreat in the dollar was offset by a surge in crude oil price above $100 per barrel.","https://www.ndtv.com/business/rupee-today-rupee-takes-a-breather-as-dollar-pauses-but-oil-surge-weighs-3281076"
"300","Nifty, Sensex Fall, Reversing Late Gains From Previous Session","1661312867000","Stock Market India: Equity benchmarks fell early on Wednesday, reversing positive returns made at the fag end of the previous session after see-sawing between gains and losses, with volatility...","https://www.ndtv.com/business/stock-market-india-nifty-sensex-fall-reversing-late-gains-from-previous-session-3281019"
"301","Tata May Have To Write Off AirAsia India's Loss: Report","1661312115000","India's Tata Sons will likely have to make a provision of 26 billion rupees ($325.69 million) as accumulated losses for low-cost carrier AirAsia India , which it's seeking to absorb into unit Air...","https://www.ndtv.com/business/indias-tata-may-have-to-write-off-airasia-indias-loss-economic-times-3280992"
"302","Equity Benchmarks Poised For Muted Gains This Year; Volatility To Rise","1661310822000","India's equity market will post only minimal gains for the rest of the year amid rising volatility, according to strategists polled by Reuters who cautioned the risks to that lackluster outlook were...","https://www.ndtv.com/business/indian-equities-poised-for-muted-gains-this-year-volatility-to-rise-reuters-poll-3280967"
"303","How to Improve A Low Credit Score? Follow These 5 Tips","1661309759000","The closer your credit score gets to 900, the better it is for the approval of loans and other credit instruments.","https://www.ndtv.com/business/how-to-improve-a-low-credit-score-follow-these-5-tips-3275211"
"304","How The Russia-Ukraine War Spooked Global Financial Markets: 10 Points","1661309121000","Over six months since Russia invaded Ukraine in what Moscow calls its ""special military operation"", the war has thrown global financial markets into severe turmoil as the charts below show.","https://www.ndtv.com/business/how-the-russia-ukraine-war-spooked-global-financial-markets-10-points-3280943"
"305","Oil Prices Back Above $100 Per Barrel, But Drop A Touch On The Day","1661308099000","Oil prices fell on Wednesday, taking a breather from a nearly 4 per cent surge the previous day on receding fears of an imminent output cut by the Organization of the Petroleum Exporting Countries and...","https://www.ndtv.com/business/oil-prices-fall-as-fears-of-imminent-opec-output-cut-recede-3280904"
"306","After Wheat, Retail Price Of Rice Rises 6.31% On Supply Concerns","1661262805000","After wheat, rice prices are firming up on reports of supply concerns with the all India average retail price of the grain ruling higher by 6.31 per cent at Rs 37.7 per kg compared to the year-ago...","https://www.ndtv.com/business/after-wheat-retail-price-of-rice-rises-6-31-on-supply-concerns-3279711"
"307","Stitched Textiles Scraps Initial Public Offering Plan; Withdraws Draft Papers","1661262541000","Stitched Textiles, which owns leading men's wear fashion brand ""Barcelona"", has decided to withdraw its Rs 200 crore-Initial Public Offering (IPO).","https://www.ndtv.com/business/stitched-textiles-scraps-initial-public-offering-plan-withdraws-draft-papers-3279697"
"308","Government Keen To Use AI (Artificial Intelligence) To...: Piyush Goyal","1661261433000","Union Minister Piyush Goyal on Tuesday said the Centre is keen to use Artificial Intelligence in the Government e-Marketplace procurement process to make it more effective and sought industry...","https://www.ndtv.com/business/government-keen-to-use-ai-artificial-intelligence-to-piyush-goyal-3279546"
"309","Twitter Misled Regulators On Bots, Alleges Former Security Head: Report","1661258426000","Twitter Inc misled federal regulators about its security defenses and spam accounts, CNN and the Washington Post reported on Tuesday, citing whistleblower disclosures by the social media company's...","https://www.ndtv.com/business/twitters-former-security-head-alleges-company-misled-regulators-about-security-bots-reports-3279449"
"310","Adani Groups' Stocks Fall Nearly 5% After ""Deeply Overleveraged"" Report","1661257483000","Most of the Adani group stocks ended lower on Tuesday following a report that the conglomerate is ""deeply overleveraged"" with the group predominantly using debt to invest aggressively across existing...","https://www.ndtv.com/business/adani-group-stocks-fall-adani-power-adani-wilmar-decline-nearly-5-pc-3279337"
"311","Rohingya Crisis Fund Is 'Well Short Of Needs': UN Refugee Agency","1661256680000","An appeal to help Rohingya refugees in Bangladesh is ""well short of needs"", the United Nations refugee agency (UNHCR) said on Tuesday.","https://www.ndtv.com/business/rohingya-crisis-fund-is-well-short-of-needs-united-nations-refugee-agency-3279279"
"312","Euro Falls To New Two-Decade Lows As Energy Crisis, Recession Risk Bites","1661256237000","The euro fell to a fresh two-decade low on Tuesday, dealt a fresh blow by renewed concern that an energy shock will keep inflation elevated and makes a recession in Europe all but certain.","https://www.ndtv.com/business/euro-falls-to-new-two-decade-lows-as-energy-crisis-recession-risk-bites-3279282"
"313","Oil Climbs To Near $98 Per Barrel As Tight Supply Moves Back Into Focus","1661255247000","Oil rose $1 a barrel on Tuesday as tight supply moved back into focus as a result of Saudi Arabia floating the idea of OPEC+ output cuts to support prices and the prospect of a drop in US crude...","https://www.ndtv.com/business/oil-climbs-to-near-98-per-barrel-as-tight-supply-moves-back-into-focus-3279213"
"314","Chennai Petroleum Corp Forms Joint Venture For $4 Billion Refinery","1661254674000","Chennai Petroleum Corp said on Tuesday it has formed a joint venture with its parent Company Indian Oil Corp and others for building the 9 MTPA refinery at a cost of 315.80","https://www.ndtv.com/business/chennai-petroleum-corp-forms-joint-venture-for-4-billion-refinery-3279147"
"315","Irdai Proposes 20% Cap On Commission of Insurance Agents, Seeks Stakeholder Views","1661323427030","The Irdai's limit on insurance agent commission, remuneration and reward has been proposed for general insurers and standalone health insurers","https://www.news18.com/news/business/irdai-proposes-20-cap-on-commission-of-insurance-agents-seeks-stakeholder-views-5810755.html"
"316","Supertech Twin Tower Demolition: Know All About Traffic Diversions And Metro Timings In Noida On August 28","1661322114030","Noida Supertech Twin Towers Demolition: Evacuation plans for residents, traffic roadmaps and managing the aftermath of the Noida twin tower demolition have been chalked out already.","https://www.news18.com/news/business/supertech-twin-tower-travelling-to-noida-on-august-28-traffic-diversion-to-demolition-plan-know-details-5810557.html"
"317","SpiceJet Surges As Airline Plans Fund Raising, Consider Q4FY22 Results; Should you Invest?","1661321839030","Shares of low-cost carrier SpiceJet Ltd rose up to 3 per cent on Wednesday morning trade after the airline said it was looking to raise funds","https://www.news18.com/news/business/spicejet-surges-as-airline-plans-fund-raising-consider-q4fy22-results-should-you-invest-5810713.html"
"318","Tata Sons May Need To Make Rs 2,600-Crore Provision As Accumulated Losses for AirAsia India: Report","1661320238030","No decision has been taken on whether the write-off will be included in the balance sheet of Tata Sons or Air India","https://www.news18.com/news/business/tata-sons-may-need-to-make-rs-2600-crore-provision-as-accumulated-losses-for-airasia-india-report-5810761.html"
"319","Rupee Falls 4 Paise to 79.87 Against US Dollar in Early Trade","1661317203030","The rupee depreciated 4 paise to 79.87 against the US dollar in opening trade on Wednesday, tracking the strength of the American currency in the overseas market.  ","https://www.news18.com/news/business/rupee-falls-4-paise-to-79-87-against-us-dollar-in-early-trade-5811313.html"
"320","Supertech Twin Tower Demolition Latest: 3,700 Kg Explosives to Ravage Towers in 10 Sec on August 28","1661317172030","Noida Supertech Twin Towers Demolition: Preparations have been on full swing for weeks now, and the towers -- Apex and Ceyanne -- are finally fully rigged with explosives. ","https://www.news18.com/news/business/supertech-twin-tower-demolition-latest-3700-kg-explosives-to-ravage-towers-in-10-sec-on-august-28-5810107.html"
"321","EXPLAINED: Why is US Stock Market Back on the Roller Coaster?","1661315824030","The US stock market roared upward by a little more than 17% between its bottom in the middle of June and last week, which is better than it does in many full years","https://www.news18.com/news/explainers/explained-why-is-us-stock-market-back-on-the-roller-coaster-5810299.html"
"322","Petrol Price Today Over Rs 100 in Mumbai, Kolkata; Know How Much You Have to Pay","1661313640030","Petrol, Diesel Prices, August 21, 2022: Petrol and diesel are available at Rs. 96.72 per litre and Rs. 89.62 per litre in Delhi on Sunday","https://www.news18.com/news/business/petrol-price-today-over-rs-100-in-mumbai-kolkata-know-how-much-you-have-to-pay-5809987.html"
"323","Stock Market Updates: Sensex Opens Flat With Negative Bias, Nifty Near 17,580; Key Points","1661313146030","Sensex Today: Indian equity markets started on a choppy note amid mixed global cues.","https://www.news18.com/news/business/stock-market-updates-sensex-opens-flat-with-negative-bias-nifty-near-17580-key-points-5809975.html"
"324","DreamFolks Services IPO Opens Today: Price, Financials, GMP, Should you Invest?","1661311450030","As the primary markets are geared for the initial public offering of DreamFolks Services, which is slated to hit Dalal Street on Wednesday","https://www.news18.com/news/business/dreamfolks-services-ipo-opens-today-price-financials-gmp-should-you-invest-5809525.html"
"325","Stocks to Watch Today: Tata Motors, Adani Enterprises, NTPC, and Others","1661306355030","Stocks to watch today: Shares of firms like Tata Motors, Adani Enterprises, NTPC, and others will be in focus in Wednesday's trade","https://www.news18.com/news/business/stocks-to-watch-today-tata-motors-adani-enterprises-ntpc-and-others-5809441.html"
"326","Govt Keen to Use Artificial Intelligence in GeM to Make it More Effective, Says Goyal","1661262835030","Goyal urges the industry to play the role of whistleblower in instances of the wrong declaration in terms of indigenisation of products put up on the Government eMarketplace","https://www.news18.com/news/business/govt-keen-to-use-artificial-intelligence-in-gem-to-make-it-more-effective-says-goyal-5808247.html"
"327","Investment Via P-notes Declines to Rs 75,725 Crore in July","1661262637030","The value of P-note investments in Indian markets equity, debt, and hybrid securities stands at Rs 75,725 crore at July-end","https://www.news18.com/news/business/investment-via-p-notes-declines-to-rs-75725-crore-in-july-5808505.html"
"328","Leading Economists See India's GDP Clipping 13-15.7% in April-June 2022 Quarter","1661261341030","GDP contracted by 23.9 per cent in June 2020 due to the first wave of the pandemic, the same had given a higher boost in June 2021 clipping at 20.1 per cent","https://www.news18.com/news/business/leading-economists-see-indias-gdp-clipping-13-15-7-in-april-june-2022-quarter-5808217.html"
"329","Adani Firms Make Open Offer To Acquire 26% Stake in NDTV For Rs 492 Crore","1661259414030","Adani media company AMG Media Networks Ltd will indirectly acquire 29.18 percent stake in New Delhi Television Ltd","https://www.news18.com/news/business/adani-firms-make-open-offer-to-acquire-26-stake-in-ndtv-for-rs-492-crore-5807527.html"
"330","Sovereign Gold Bonds Can Help You Secure Loans Easily; Know How","1661257719030","SGBs are eligible to be used as collateral for loans from banks, financial Institutions and non-banking financial companies","https://www.news18.com/news/business/sovereign-gold-bonds-can-help-you-secure-loans-easily-know-how-5807119.html"
"331","Govt Issue Consolidated Overseas Investment Rules to Promote Ease of Doing Business","1661253230030","The Foreign Exchange Management (Overseas Investment) Rules, 2022 will subsume extant regulations pertaining to Overseas Investments and Acquisition and Transfer of Immovable Property Outside India Regulations, 2015","https://www.news18.com/news/business/govt-issue-consolidated-overseas-investment-rules-to-promote-ease-of-doing-business-5806669.html"
"332","Inflation Has Peaked In India, May Moderate And Fall To 4% In Medium Term: Das","1661252362030","The RBI governor says inflation is getting increasingly anchored, 'no room for complacency' as inflation is still around 6.7 per cent","https://www.news18.com/news/business/inflation-has-peaked-in-india-may-moderate-and-fall-to-4-in-medium-term-das-5805565.html"
"333","Cryptocurrency Price Today: Bitcoin Trades Above $21,000, Ether, Solana Back in Green","1661251757030","Cryptocurrency Price Today: The largest cryptocurrency with 39.8 per cent dominance, Bitcoin (BTC), was trading with gains above the $ 21,000 mark. ","https://www.news18.com/news/business/cryptocurrency-price-today-bitcoin-trades-above-21000-ether-solana-back-in-green-5806345.html"
"334","This Radhakishan Damani-Owned Stock Doubles Investors' Money in 1 Year; Do you Own?","1661248458030","Astra Microwave Products Ltd, part of the aerospace and defense sector, hit a new high on Tuesday","https://www.news18.com/news/business/this-radhakishan-damani-owned-stock-doubles-investors-money-in-1-year-do-you-own-5805685.html"
"335","Ford Motor Cuts 3,000 Salaried, Contract Jobs; North America, India Employees To Be Hit","1661245525030","About 2,000 of the targeted cuts will be salaried jobs, while the remaining 1,000 employees are working in contract positions with outside agencies","https://www.news18.com/news/business/ford-motor-cuts-3000-salaried-contract-jobs-north-america-india-employees-to-be-hit-5805151.html"
"336","PNB Launches Pre-Qualified Credit Card Facility; Know Who Can Apply","1661242520030","ONB has also introduced a new facility of overdraft against fixed deposit on PNB One in a few clicks and a single OTP","https://www.news18.com/news/business/pnb-launches-pre-qualified-credit-card-facility-know-who-can-apply-5804191.html"
"337","PIL Against Dolo in Supreme Court Demands Accountability on Gifts to Doctors","1661242189030","Supreme Court has asked the central government to reply to this petition.","https://www.news18.com/news/business/pil-against-dolo-in-supreme-court-demands-accountability-on-gifts-to-doctors-5805097.html"
"338","Home Loans Get Costlier; LIC Housing, Bajaj Housing Hike Benchmark Prime Lending Rate","1661242096030","LIC Housing Finance and Bajaj Housing Finance have recently announced a hike in lending rates for home loans. Check details","https://www.news18.com/news/business/home-loans-get-costlier-lic-housing-bajaj-housing-hike-benchmark-prime-lending-rate-5804647.html"
"339","Infosys Cuts Average Variable Payout of Employees to 70% for June 2022 Quarter","1661238560030","Infosys has reduced the average variable payout amid margin squeeze and high employee costs","https://www.news18.com/news/business/infosys-cuts-average-variable-payout-of-employees-to-70-for-june-2022-quarter-5803441.html"
"340","KFC, Pizza Hut Operator Devyani International Plunges 7%; What Should Investors Do?","1661237823030","Shares of Devyani International (DIL) tanked 7 per cent to Rs 182.50 on the BSE in Tuesday’s intra-day trade","https://www.news18.com/news/business/kfc-pizza-hut-operator-devyani-international-plunges-7-what-should-investors-do-5803861.html"
"341","EPFO Looking Into Rs 1,000-Crore Fraud By Staff In Jet Employees' PF Claims: Report","1661234595030","An internal inquiry is underway to ascertain the actual quantum of losses as the vigilance department is examining past records","https://www.news18.com/news/business/epfo-looking-into-rs-1000-crore-fraud-by-staff-in-jet-employees-pf-claims-report-5803453.html"
"342","Syrma SGS Technology IPO Allotment Today: How to Check Status via BSE, Link Intime, GMP","1661232006030","Syrma SGS Technology IPO share allotment status will be finalised today. Have you received shares of Syrma SGS Techn IPO? Here is a step-by-step guide to check you Syrma SGS Technology IPO share allotment status","https://www.news18.com/news/business/syrma-sgs-technology-ipo-allotment-today-how-to-check-status-via-bse-link-intime-gmp-5803105.html"
"343","Sensex Ends 257 pts Higher, Nifty Holds 17,550; M&M Jumps 4%, Adani Power Down 5%","1661227005030","Sensex Today: Indian equity markets opened in the red on Tuesday morning fears of aggressive monetary tightening and weak global cues.","https://www.news18.com/news/business/stock-market-update-sensex-slumps-370-pts-at-open-nifty-slips-below-17400-key-points-5802727.html"
"344","Petrol, Diesel Price Today Announced: Check Fuel Rates In Kolkata, Mumbai, Other Cities","1661226550030","In Delhi, the petrol prices have remained steady at Rs. 96.72 per litre while the diesel price stands at Rs. 89.62 per litre.","https://www.news18.com/news/business/petrol-diesel-price-today-announced-check-fuel-rates-in-kolkata-mumbai-other-cities-5802667.html"
